GXRA_DTEX_50_1,1.88 ,2.19 ,1.85 ,1.99 ,2.03 ,1.92 ,1.78 ,1.81 ,1.56 ,1.56 ,1.39 ,1.56 ,1.30 ,1.32 ,,,,,,,
GXRA_DTEX_50_103,3.48 ,3.73 ,3.80 ,3.77 ,3.73 ,3.27 ,2.84 ,2.31 ,1.99 ,1.60 ,1.35 ,1.10 ,,,,,,,,,
GXRA_DTEX_50_104,2.13 ,2.06 ,2.17 ,2.10 ,2.10 ,2.03 ,2.03 ,1.85 ,1.81 ,1.78 ,1.49 ,1.21 ,0.89 ,0.78 ,,,,,,,
GXRA_DTEX_50_105,1.81 ,2.35 ,2.13 ,1.74 ,1.85 ,2.06 ,1.60 ,1.60 ,1.32 ,1.35 ,1.00 ,1.28 ,1.07 ,1.10 ,0.92 ,1.03 ,,,,,
GXRA_DTEX_50_106,2.03 ,2.31 ,2.77 ,2.52 ,2.67 ,2.31 ,2.38 ,2.13 ,1.74 ,1.32 ,1.14 ,0.92 ,0.82 ,0.75 ,0.85 ,,,,,,
GXRA_DTEX_50_107,2.56 ,2.28 ,2.92 ,2.52 ,2.70 ,2.45 ,2.42 ,2.10 ,2.06 ,1.96 ,1.88 ,1.53 ,1.53 ,1.21 ,0.78 ,,,,,,
GXRA_DTEX_50_108,4.55 ,4.23 ,3.56 ,3.59 ,3.16 ,3.16 ,2.20 ,2.03 ,1.71 ,1.71 ,1.35 ,1.49 ,1.07 ,,,,,,,,
GXRA_DTEX_50_109,2.84 ,3.16 ,3.41 ,3.41 ,3.20 ,3.02 ,3.02 ,2.70 ,2.38 ,1.88 ,1.67 ,1.42 ,1.32 ,1.03 ,0.78 ,0.43 ,,,,,
GXRA_DTEX_50_110,1.53 ,1.99 ,2.20 ,2.49 ,2.52 ,2.45 ,2.38 ,2.28 ,2.17 ,1.85 ,1.60 ,1.39 ,1.21 ,1.10 ,0.96 ,0.89 ,0.75 ,0.60 ,,,
GXRA_DTEX_50_111,2.20 ,2.92 ,3.41 ,3.41 ,3.56 ,3.27 ,3.27 ,2.92 ,2.81 ,2.03 ,1.14 ,,,,,,,,,,
GXRA_DTEX_50_112,4.02 ,3.88 ,3.98 ,3.41 ,3.73 ,3.70 ,3.45 ,2.99 ,2.31 ,1.67 ,1.46 ,1.03 ,0.68 ,0.43 ,,,,,,,
GXRA_DTEX_50_113,2.13 ,2.67 ,2.99 ,3.02 ,3.16 ,3.09 ,2.70 ,2.13 ,1.78 ,1.42 ,1.03 ,,,,,,,,,,
GXRA_DTEX_50_114,1.96 ,1.96 ,2.20 ,1.81 ,2.10 ,1.74 ,1.81 ,2.31 ,1.53 ,1.21 ,0.68 ,,,,,,,,,,
GXRA_DTEX_50_115,2.13 ,2.74 ,2.67 ,2.99 ,2.49 ,3.06 ,1.99 ,2.60 ,2.52 ,1.56 ,1.07 ,0.89 ,,,,,,,,,
GXRA_DTEX_50_116,3.09 ,3.45 ,2.88 ,3.13 ,3.13 ,2.88 ,3.06 ,2.49 ,2.52 ,2.03 ,1.67 ,1.14 ,1.28 ,1.03 ,1.10 ,1.03 ,,,,,
GXRA_DTEX_50_117,2.35 ,2.38 ,2.52 ,2.52 ,2.35 ,2.13 ,1.96 ,1.81 ,1.53 ,1.35 ,1.14 ,1.00 ,0.96 ,0.85 ,0.78 ,0.78 ,0.82 ,0.85 ,0.53 ,,
GXRA_DTEX_50_118,1.96 ,2.20 ,2.49 ,2.63 ,2.70 ,2.63 ,2.38 ,1.88 ,1.39 ,1.14 ,0.92 ,0.75 ,,,,,,,,,
GXRA_DTEX_50_119,2.45 ,2.31 ,2.74 ,2.31 ,2.74 ,2.31 ,2.49 ,2.20 ,2.13 ,2.03 ,1.88 ,1.53 ,0.82 ,1.10 ,1.07 ,1.10 ,,,,,
GXRA_DTEX_50_120,4.05 ,2.67 ,2.67 ,2.88 ,2.31 ,2.45 ,1.99 ,2.10 ,1.67 ,1.60 ,1.10 ,1.07 ,0.75 ,0.71 ,,,,,,,
GXRA_DTEX_50_121,2.70 ,2.67 ,3.09 ,2.77 ,3.02 ,2.31 ,2.38 ,2.28 ,2.20 ,1.60 ,1.64 ,1.39 ,1.49 ,1.21 ,1.24 ,,,,,,
GXRA_DTEX_50_122,1.99 ,2.17 ,2.88 ,2.70 ,3.20 ,2.88 ,2.92 ,2.70 ,2.77 ,2.38 ,2.10 ,1.39 ,1.42 ,1.03 ,0.96 ,,,,,,
GXRA_DTEX_50_123,2.99 ,3.06 ,2.81 ,2.74 ,2.45 ,2.28 ,1.99 ,1.78 ,1.60 ,1.49 ,1.32 ,1.14 ,1.03 ,0.60 ,0.36 ,,,,,,
GXRA_DTEX_50_124,3.24 ,2.99 ,3.06 ,2.95 ,2.74 ,2.63 ,2.45 ,2.35 ,2.13 ,1.99 ,1.78 ,1.42 ,1.21 ,1.10 ,0.82 ,,,,,,
GXRA_DTEX_50_125,2.10 ,2.84 ,2.81 ,2.84 ,2.67 ,2.67 ,2.45 ,2.24 ,2.17 ,2.10 ,1.67 ,1.35 ,1.10 ,0.82 ,,,,,,,
GXRA_DTEX_50_126,2.13 ,2.24 ,2.24 ,2.31 ,2.24 ,2.13 ,1.96 ,1.81 ,1.60 ,1.49 ,1.53 ,1.21 ,1.10 ,1.03 ,0.89 ,,,,,,
GXRA_DTEX_50_127,2.67 ,2.63 ,2.74 ,2.45 ,2.17 ,1.88 ,1.60 ,1.49 ,1.24 ,1.07 ,0.89 ,0.75 ,0.50 ,,,,,,,,
GXRA_DTEX_50_128,2.56 ,2.38 ,2.42 ,2.49 ,2.35 ,2.35 ,2.17 ,2.17 ,2.06 ,1.96 ,1.78 ,1.53 ,1.24 ,1.24 ,0.96 ,,,,,,
GXRA_DTEX_50_129,3.06 ,3.16 ,2.92 ,2.60 ,2.24 ,1.60 ,1.56 ,1.81 ,1.60 ,1.58 ,1.42 ,1.35 ,1.21 ,1.08 ,0.85 ,0.71 ,,,,,
GXRA_DTEX_50_130,2.06 ,2.13 ,2.24 ,2.20 ,2.10 ,2.03 ,1.92 ,1.92 ,1.92 ,1.88 ,1.85 ,1.71 ,1.78 ,1.64 ,1.60 ,1.24 ,,,,,
GXRA_DTEX_50_131,2.17 ,2.31 ,2.42 ,2.17 ,2.20 ,2.03 ,2.03 ,1.88 ,1.74 ,1.71 ,1.60 ,1.60 ,1.42 ,1.42 ,1.24 ,1.10 ,1.28 ,,,,
GXRA_DTEX_50_132,2.99 ,3.63 ,3.02 ,3.13 ,2.88 ,2.99 ,2.88 ,2.99 ,2.20 ,2.38 ,1.85 ,1.81 ,0.92 ,,,,,,,,
GXRA_DTEX_50_133,2.63 ,2.92 ,2.45 ,2.84 ,2.49 ,2.88 ,2.49 ,2.70 ,2.28 ,2.45 ,1.92 ,2.10 ,1.71 ,1.74 ,1.46 ,1.46 ,1.17 ,1.17 ,0.39 ,,
GXRA_DTEX_50_134,2.84 ,2.92 ,2.95 ,3.06 ,2.74 ,2.54 ,2.49 ,2.13 ,1.88 ,1.67 ,1.64 ,1.32 ,1.17 ,0.85 ,0.71 ,0.53 ,,,,,
GXRA_DTEX_50_135,3.34 ,3.41 ,3.24 ,3.09 ,2.70 ,2.56 ,2.31 ,2.24 ,1.78 ,1.67 ,1.56 ,1.51 ,1.32 ,1.14 ,1.03 ,,,,,,
GXRA_DTEX_50_136,2.95 ,2.88 ,2.81 ,2.63 ,2.45 ,2.45 ,2.45 ,2.20 ,2.10 ,2.35 ,1.96 ,1.78 ,,,,,,,,,
GXRA_DTEX_50_137,2.99 ,3.24 ,3.52 ,3.20 ,2.84 ,2.70 ,2.74 ,1.99 ,1.99 ,1.56 ,1.03 ,0.89 ,,,,,,,,,
GXRA_DTEX_50_138,2.49 ,2.70 ,2.31 ,2.67 ,1.96 ,2.49 ,2.20 ,2.42 ,2.03 ,2.22 ,1.78 ,1.78 ,1.49 ,1.55 ,,,,,,,
GXRA_DTEX_50_139,3.09 ,3.66 ,3.06 ,3.02 ,2.42 ,2.49 ,2.17 ,1.78 ,1.32 ,1.39 ,1.14 ,0.85 ,0.78 ,,,,,,,,
GXRA_DTEX_50_140,2.03 ,2.35 ,2.35 ,2.70 ,1.88 ,2.03 ,1.71 ,1.78 ,1.28 ,1.28 ,1.32 ,1.00 ,1.07 ,0.82 ,0.96 ,0.68 ,0.78 ,,,,
GXRA_DTEX_50_141,3.09 ,3.31 ,3.38 ,3.27 ,3.13 ,3.02 ,2.77 ,2.67 ,2.20 ,1.74 ,1.35 ,1.28 ,0.96 ,0.85 ,,,,,,,
GXRA_DTEX_50_142,3.06 ,3.16 ,3.09 ,2.95 ,2.74 ,2.60 ,2.24 ,2.13 ,1.81 ,1.53 ,1.32 ,1.21 ,0.89 ,0.68 ,,,,,,,
GXRA_DTEX_50_143,1.39 ,1.69 ,1.92 ,2.06 ,1.99 ,2.06 ,1.92 ,1.85 ,1.56 ,1.32 ,1.00 ,,,,,,,,,,
GXRA_DTEX_50_144,1.88 ,2.84 ,3.73 ,1.78 ,1.74 ,2.17 ,1.67 ,,,,,,,,,,,,,,
GXRA_DTEX_50_145,2.17 ,2.49 ,2.42 ,2.24 ,1.92 ,1.53 ,1.32 ,1.16 ,0.96 ,0.85 ,0.71 ,,,,,,,,,,
GXRA_DTEX_50_146,2.74 ,2.79 ,2.70 ,2.49 ,2.49 ,2.31 ,2.28 ,1.78 ,1.39 ,1.14 ,1.07 ,0.89 ,0.68 ,,,,,,,,
GXRA_DTEX_50_147,3.13 ,3.16 ,3.38 ,2.70 ,3.09 ,2.88 ,2.74 ,1.81 ,1.71 ,1.53 ,1.32 ,,,,,,,,,,
GXRA_DTEX_50_148,3.38 ,3.16 ,3.06 ,2.84 ,2.84 ,2.45 ,2.10 ,1.60 ,1.32 ,1.07 ,1.28 ,1.03 ,0.68 ,0.36 ,,,,,,,
GXRA_DTEX_50_149,2.28 ,2.45 ,2.52 ,2.42 ,2.24 ,2.06 ,1.85 ,1.64 ,1.46 ,1.00 ,,,,,,,,,,,
GXRA_DTEX_50_150,2.84 ,2.63 ,3.31 ,2.88 ,3.20 ,3.06 ,3.38 ,2.99 ,2.88 ,2.20 ,2.13 ,1.32 ,1.28 ,0.94 ,,,,,,,
GXRA_DTEX_50_151,2.52 ,3.56 ,3.06 ,3.66 ,2.92 ,3.27 ,2.88 ,2.76 ,2.31 ,1.78 ,1.21 ,1.17 ,1.17 ,,,,,,,,
GXRA_DTEX_50_152,2.77 ,2.31 ,2.84 ,2.28 ,2.42 ,1.92 ,1.88 ,1.14 ,1.46 ,1.24 ,1.28 ,1.10 ,,,,,,,,,
GXRA_DTEX_50_153,2.70 ,2.84 ,2.67 ,2.92 ,2.60 ,2.84 ,2.28 ,2.13 ,1.74 ,1.53 ,1.21 ,,,,,,,,,,
GXRA_DTEX_50_154,3.09 ,3.45 ,3.59 ,3.45 ,3.34 ,3.27 ,2.74 ,2.60 ,2.24 ,2.17 ,1.88 ,1.74 ,1.42 ,1.49 ,1.14 ,,,,,,
GXRA_DTEX_50_155,3.31 ,3.24 ,3.41 ,3.09 ,3.06 ,3.02 ,2.95 ,2.77 ,2.45 ,2.17 ,1.78 ,1.60 ,1.49 ,1.35 ,1.03 ,0.71 ,,,,,
GXRA_DTEX_50_156,2.49 ,3.41 ,3.48 ,3.38 ,3.41 ,3.09 ,2.97 ,2.74 ,2.70 ,1.67 ,1.53 ,1.46 ,1.46 ,1.24 ,1.21 ,1.32 ,1.17 ,,,,
GXRA_DTEX_50_157,1.96 ,1.99 ,2.35 ,2.38 ,2.31 ,1.99 ,1.85 ,1.49 ,1.39 ,1.14 ,0.89 ,0.71 ,0.53 ,0.32 ,0.21 ,,,,,,
GXRA_DTEX_50_158,2.81 ,2.84 ,2.67 ,2.60 ,2.49 ,2.24 ,2.06 ,1.49 ,2.10 ,2.24 ,1.96 ,2.03 ,1.53 ,1.60 ,1.35 ,1.35 ,1.07 ,1.10 ,,,
GXRA_DTEX_50_159,1.99 ,2.95 ,3.09 ,3.88 ,3.27 ,3.73 ,3.27 ,3.02 ,2.45 ,2.74 ,2.42 ,2.24 ,1.67 ,1.49 ,1.03 ,0.92 ,,,,,
GXRA_DTEX_50_160,2.92 ,3.48 ,3.24 ,3.56 ,3.48 ,3.41 ,2.92 ,3.16 ,2.42 ,2.06 ,1.60 ,1.67 ,1.28 ,1.24 ,,,,,,,
GXRA_DTEX_50_161,2.17 ,1.88 ,2.13 ,2.31 ,2.31 ,2.45 ,2.10 ,2.20 ,2.10 ,2.52 ,2.20 ,1.85 ,1.74 ,1.28 ,1.32 ,,,,,,
GXRA_DTEX_50_162,2.06 ,2.52 ,2.74 ,2.95 ,3.02 ,2.92 ,3.02 ,2.74 ,2.60 ,2.13 ,1.85 ,1.46 ,1.24 ,0.60 ,0.57 ,,,,,,
GXRA_DTEX_50_163,1.92 ,2.06 ,2.10 ,2.20 ,2.03 ,2.10 ,1.96 ,1.92 ,1.92 ,1.88 ,1.78 ,1.64 ,1.32 ,1.14 ,0.89 ,0.92 ,0.85 ,0.71 ,,,
GXRA_DTEX_50_164,3.54 ,3.59 ,3.13 ,3.09 ,2.77 ,2.70 ,2.49 ,2.45 ,2.01 ,2.06 ,1.99 ,1.88 ,1.78 ,1.60 ,1.37 ,1.07 ,,,,,
GXRA_DTEX_50_165,3.56 ,3.27 ,3.84 ,3.24 ,3.84 ,3.25 ,3.59 ,3.06 ,3.09 ,2.35 ,2.28 ,1.85 ,1.83 ,2.17 ,1.72 ,1.42 ,,,,,
GXRA_DTEX_50_166,3.27 ,3.91 ,3.59 ,4.00 ,3.29 ,3.91 ,3.45 ,3.64 ,2.88 ,2.92 ,2.38 ,1.60 ,,,,,,,,,
GXRA_DTEX_50_167,2.95 ,2.67 ,2.77 ,3.06 ,2.84 ,2.81 ,2.81 ,2.81 ,2.38 ,2.67 ,2.10 ,2.36 ,1.99 ,2.20 ,1.83 ,1.96 ,1.60 ,1.74 ,1.49 ,1.53 ,
GXRA_DTEX_50_168,2.95 ,3.32 ,3.59 ,3.34 ,3.45 ,2.81 ,3.06 ,2.68 ,2.31 ,1.81 ,1.90 ,1.53 ,,,,,,,,,
GXRA_DTEX_50_169,2.33 ,2.45 ,2.90 ,3.02 ,2.79 ,2.84 ,2.74 ,2.67 ,2.44 ,2.35 ,2.13 ,2.13 ,2.01 ,1.99 ,1.90 ,1.87 ,1.78 ,1.81 ,1.28 ,,
GXRA_DTEX_50_170,2.77 ,3.24 ,3.80 ,3.80 ,3.84 ,3.54 ,3.31 ,2.67 ,2.06 ,1.88 ,1.39 ,1.30 ,,,,,,,,,
GXRA_DTEX_50_171,2.56 ,3.34 ,3.70 ,3.86 ,3.77 ,3.52 ,3.20 ,3.02 ,2.51 ,2.20 ,1.85 ,1.71 ,,,,,,,,,
GXRA_DTEX_50_172,2.84 ,4.34 ,3.70 ,3.43 ,3.24 ,2.95 ,3.56 ,2.35 ,2.20 ,2.17 ,,,,,,,,,,,
GXRA_DTEX_50_173,2.63 ,3.41 ,3.95 ,4.20 ,3.70 ,4.05 ,3.56 ,3.73 ,2.97 ,3.09 ,2.52 ,2.67 ,2.45 ,2.67 ,,,,,,,
GXRA_DTEX_50_174,3.66 ,3.59 ,4.04 ,3.54 ,3.95 ,3.41 ,3.70 ,3.52 ,2.99 ,3.06 ,2.45 ,2.24 ,1.39 ,,,,,,,,
GXRA_DTEX_50_175,2.86 ,3.13 ,2.74 ,3.41 ,3.20 ,3.48 ,3.08 ,3.31 ,3.09 ,2.56 ,2.31 ,2.03 ,,,,,,,,,
GXRA_DTEX_50_176,3.50 ,3.20 ,2.95 ,3.06 ,3.31 ,2.67 ,3.06 ,2.15 ,2.33 ,1.99 ,1.88 ,1.56 ,1.74 ,1.67 ,,,,,,,
GXRA_DTEX_50_177,4.43 ,4.09 ,3.48 ,3.66 ,3.43 ,3.52 ,3.41 ,3.38 ,2.81 ,2.63 ,2.35 ,2.04 ,1.72 ,1.60 ,,,,,,,
GXRA_DTEX_50_178,2.81 ,3.06 ,2.74 ,2.74 ,2.77 ,2.67 ,2.31 ,2.17 ,1.83 ,1.88 ,1.58 ,1.85 ,1.67 ,,,,,,,,
GXRA_DTEX_50_179,3.24 ,3.38 ,3.16 ,3.24 ,3.16 ,3.20 ,2.26 ,2.10 ,0.75 ,,,,,,,,,,,,
GXRA_DTEX_50_180,3.56 ,3.22 ,3.16 ,2.95 ,2.93 ,2.76 ,2.61 ,2.35 ,2.28 ,1.96 ,1.85 ,1.55 ,1.42 ,1.10 ,,,,,,,
GXRA_DTEX_50_181,3.32 ,3.16 ,3.24 ,2.93 ,2.77 ,2.63 ,2.47 ,2.17 ,1.96 ,1.71 ,1.49 ,1.28 ,1.14 ,,,,,,,,
GXRA_DTEX_50_182,2.92 ,3.32 ,3.41 ,3.61 ,3.70 ,3.45 ,3.63 ,3.27 ,3.09 ,2.81 ,2.49 ,1.67 ,,,,,,,,,
GXRA_DTEX_50_183,3.48 ,3.48 ,3.59 ,3.70 ,3.88 ,3.63 ,3.63 ,3.38 ,3.34 ,3.15 ,3.02 ,2.77 ,2.70 ,2.49 ,2.45 ,2.24 ,,,,,
GXRA_DTEX_50_184,3.13 ,2.74 ,3.09 ,2.63 ,2.70 ,2.51 ,2.58 ,2.06 ,2.06 ,1.74 ,1.62 ,1.35 ,1.46 ,1.07 ,1.07 ,,,,,,
GXRA_DTEX_50_185,2.95 ,3.06 ,3.40 ,3.02 ,3.22 ,3.13 ,3.13 ,2.74 ,2.81 ,2.28 ,2.36 ,1.78 ,1.78 ,1.42 ,,,,,,,
GXRA_DTEX_50_186,2.83 ,2.90 ,3.47 ,3.13 ,3.25 ,3.04 ,3.02 ,2.20 ,2.10 ,1.58 ,1.46 ,1.17 ,1.14 ,0.96 ,0.91 ,,,,,,
GXRA_DTEX_50_187,2.88 ,3.59 ,3.24 ,3.63 ,3.06 ,2.99 ,2.74 ,2.95 ,2.52 ,2.10 ,,,,,,,,,,,
GXRA_DTEX_50_188,4.20 ,3.61 ,3.77 ,3.16 ,3.40 ,2.95 ,3.16 ,2.81 ,2.74 ,2.13 ,2.38 ,1.96 ,1.99 ,1.64 ,1.67 ,1.39 ,1.23 ,,,,
GXRA_DTEX_50_189,2.67 ,2.77 ,2.49 ,2.99 ,2.49 ,2.74 ,2.42 ,2.58 ,2.35 ,2.35 ,1.88 ,1.71 ,1.30 ,,,,,,,,
GXRA_DTEX_50_190,2.70 ,3.02 ,2.92 ,3.31 ,3.09 ,3.77 ,3.45 ,3.32 ,2.74 ,2.33 ,2.38 ,2.28 ,,,,,,,,,
GXRA_DTEX_50_191,3.59 ,3.95 ,3.38 ,3.52 ,3.24 ,3.48 ,3.13 ,3.47 ,2.84 ,2.99 ,2.44 ,2.45 ,2.06 ,2.08 ,1.85 ,1.72 ,1.44 ,,,,
GXRA_DTEX_50_192,3.06 ,3.13 ,2.84 ,3.04 ,2.77 ,3.09 ,3.02 ,3.06 ,2.95 ,3.02 ,2.63 ,2.67 ,1.78 ,2.24 ,2.10 ,,,,,,
GXRA_DTEX_50_193,3.96 ,4.69 ,4.43 ,4.02 ,4.18 ,4.30 ,4.52 ,3.20 ,1.85 ,1.74 ,,,,,,,,,,,
GXRA_DTEX_50_194,2.67 ,2.60 ,2.77 ,2.70 ,2.84 ,2.99 ,3.06 ,2.76 ,2.79 ,2.31 ,2.06 ,1.65 ,1.60 ,1.28 ,,,,,,,
GXRA_DTEX_50_195,3.48 ,3.56 ,3.31 ,3.31 ,3.16 ,2.97 ,2.58 ,2.06 ,1.49 ,1.64 ,1.49 ,1.28 ,,,,,,,,,
GXRA_DTEX_50_196,3.88 ,3.20 ,3.13 ,3.06 ,2.81 ,2.81 ,2.72 ,2.63 ,2.49 ,1.88 ,1.67 ,1.53 ,1.21 ,1.28 ,1.17 ,1.07 ,,,,,
GXRA_DTEX_50_197,3.48 ,3.34 ,3.73 ,3.66 ,3.80 ,3.50 ,2.74 ,2.92 ,2.28 ,2.13 ,1.81 ,1.56 ,,,,,,,,,
GXRA_DTEX_50_198,3.52 ,3.95 ,3.80 ,3.80 ,3.73 ,3.66 ,3.66 ,3.15 ,2.74 ,2.28 ,1.96 ,1.74 ,1.67 ,1.56 ,,,,,,,
GXRA_DTEX_50_199,2.92 ,2.93 ,2.95 ,3.02 ,2.88 ,2.84 ,2.31 ,2.74 ,2.67 ,2.49 ,2.20 ,1.96 ,1.67 ,1.56 ,1.24 ,1.39 ,1.17 ,1.10 ,,,
GXRA_DTEX_50_200,3.16 ,3.16 ,3.04 ,3.09 ,3.08 ,3.08 ,2.90 ,2.90 ,3.06 ,2.84 ,2.38 ,2.13 ,1.99 ,1.81 ,1.74 ,1.49 ,1.39 ,,,,
